smile,score,sim_smile,inchikey0
NC(=O)NC(NC(N)=O)C(=O)O,1,,NUCLJNSWZCHRKL
O=P(O)(O)OCC1OC(OP(=O)(O)OP(=O)(O)O)C(O)C1O,1,,PQGCEDQWHSBAJP
Cc1cccc(C=O)c1,1,,OVWYEQOVUDKZNU
CCCCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(CO)C(O)C(O)CCCCCCCCCCCCCC,1,,XNLFLZXNXQVPII
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC)OC(=O)CCCCCCCC=CCCCCCC,1,,UHRUNSZJQUFJDT
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,XNJQCBSHMDWHHT
COc1cc(C=O)ccc1OC(C)=O,1,,PZSJOBKRSVRODF
C[NH2+]C(CCc1ncc(CC(N)C(=O)O)[nH]1)C(=O)O,1,,YBMOTEQVMANKGX
NC(C(=O)O)=C(C=CC=O)C(=O)O,1,,KACPVQQHDVBVFC
O=C(CO)COP(=O)(O)O,1,,GNGACRATGGDKBX
O=C(CO)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)CO,1,,RULSWEULPANCDV
[Fe+2].[Fe].[Fe].[SH-].[SH-].[SH-].[SH-],1,,YXXKXRWWNBEVMU
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,YDHPREFNVGBEFI
CC(N)C(=O)NC(CC(=O)O)C(=O)O,1,,XAEWTDMGFGHWFK
CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,AZCVXMAPLHSIKY
O=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,1,,QHWZTVCCBMIIKE
CCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,VAAHKRMGOFIORX
C[N+](C)(C)CCCC(=O)[O-],1,,JHPNVNIEXXLNTR
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O,1,,GTPATKZCXDKGQS
NC(=O)Cc1ccccc1,1,,LSBDFXRDZJMBSC
NCCS(=O)(=O)O,1,,XOAAWQZATWQOTB
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,JEQWOEZOFYRWGN
Cc1cnc(=O)[nH]c1N,1,,LRSASMSXMSNRBT
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCC=CCCCC,1,,VQPXLARVQGVXLS
COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1,1,,ZZWPMFROUHHAKY
CC(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,1,,VDYDCVUWILIYQF
[Fe+3],1,,VTLYFUHAOXGGBS
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,FEGHWRLXJUWFLW
NC(Cc1ccc(O)cc1)C(=O)O,1,,OUYCCCASQSFEME
C[Se]CC(N)C(=O)O,1,,XDSSPSLGNGIIHP
O=C([O-])C(=O)C(O)C(O)C(O)CO,1,,VBUYCZFBVCCYFD
CC(C)(O)C(O)C(=O)O,1,,JTEYKUFKXGDTEU
CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],1,,CBIDRCWHNCKSTO
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,UNCDNNMJUAILFO
CCCO,1,,BDERNNFJNOPAEC
O=CCc1ccccc1,1,,DTUQWGWMVIHBKE
O=C(CO)CO,1,,RXKJFZQQPQGTFL
O=C1OC(C(O)CO)C(=O)C1=O,1,,SBJKKFFYIZUCET
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,JUYYOGLGXZZZLM
CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,LLHHQSXPRAXJRX
O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,1,,CIPFCGZLFXVXBG
CCCCCCCCCCCCCCCCCCCC(=O)O,1,,VKOBVWXKNCXXDE
NCCS(=O)O,1,,VVIUBCNYACGLLV
NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)O,1,,DCWXELXMIBXGTH
[P],1,,OAICVXFJPJFONN
CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,GTINEBZWQYGUBY
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,CDKITPQUODTFLF
CCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCC,1,,ADLOEVQMJKYKSR
NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,1,,BAWFJGJZGIEFAR
NC(N)=NCCCC(=O)O,1,,TUHVEAJXIMEOSA
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)([O-])O)c2C)c(N)n1,1,,AYEKOFBPNLCAJY
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,PGMPKKWHRHLVQZ
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,1,,ZRCWDIULNHKQRD
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCC=CCCCCCC,1,,GHQNERCMPIDAAU
Cc1cn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,1,,GYOZYWVXFNDGLU
O=C(O)Cc1c[nH]c2ccc(O)cc12,1,,DUUGKQCEGZLZNO
CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCC=CCCCCCC,1,,FXSMMNUNFDTUMS
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC)OC(=O)CCCCCCCCCCCCCCCCC,1,,VCUVBPRQCDXBDB
O=C([O-])CC(Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O)C(=O)[O-],1,,OFBHPPMPBOJXRT
Nc1cncn1C1OC(COP(=O)(O)O)C(O)C1O,1,,PDACUKOKVHBVHJ
CCC(O)(C(C)=O)C(=O)[O-],1,,VUQLHQFKACOHNZ
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,MZSGVQIBVJYUCN
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,QEZWFCZNHWUARW
CCCCCCCCCCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,UVJKZCSQLMWPMV
O=CC(O)C(O)C(O)C(O)C(=O)O,1,,IAJILQKETJEXLJ
O=C(O)CNC(=O)Cc1ccccc1,1,,UTYVDVLMYQPLQB
CC(C)CCOC(=O)Cc1ccccc1,1,,QWBQBUWZZBUFHN
NCCCNCCCCNCCCN,1,,PFNFFQXMRSDOHW
O=C(O)Cc1ccc(O)cc1,1,,XQXPVVBIMDBYFF
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,BZGGMKNQGHICEP
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cc(C(=O)O)ccc1O,1,,LKMQQQABIGIHGL
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C(=O)O)C1CC3,1,,MYWAIWDQTCHPTH
CC(N)C(=O)O,1,,QNAYBMKLOCPYGJ
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,LFYHHLVSXIEXQN
COc1cc(C=CC(=O)OC(C(=O)O)C(O)C(=O)O)ccc1O,1,,XIWXUSFCUBAMFH
CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C,1,,QYIMSPSDBYKPPY
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC)OC(=O)CCCCCCCCCC=CCCCC,1,,BAXHVLWJSNZUAG
O=P(O)(O)OC1CC(O)C(CO)O1,1,,KBDKAJNTYKVSEK
CCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,JUPAQFRKPHPXLD
CC(O)(CC(=O)O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,CABVTRNMFUVUDM
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCC,1,,KVDPNMKZNARUJX
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(O)C1O,1,,HGTWQOJDTOGJCZ
O=C(O)C=Cc1ccccc1,1,,WBYWAXJHAXSJNI
COc1cccc(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c1O,1,,WVPRAWNIVDFQBO
CC(=N)C(=O)[O-],1,,DUAWRLXHCUAWMK
O=C(O)CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)O)c4CCC(=O)O)c(CC(=O)O)c3CCC(=O)O)c(CC(=O)O)c2CCC(=O)O)c1CC(=O)O,1,,WDFJYRZCZIUBPR
N#CC(N)CCC(=O)O,1,,DXWQLTOXWVWMOH
CSCCC(N)C(=O)O,1,,FFEARJCKVFRZRR
CCC(N)C(=O)O,1,,QWCKQJZIFLGMSD
CCCCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CC=C3C2CCC2(C)C3CCC2C(C)C=CC(C)C(C)C)C1,1,,VVZNLLXLOKRQPH
O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,1,,UGQMRVRMYYASKQ
CCO,1,,LFQSCWFLJHTTHZ
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,1,,AUNGANRZJHBGPY
CC(O)(CCOP(=O)(O)OP(=O)(O)O)CC(=O)O,1,,SIGQQUBJQXSAMW
OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1,,HDTRYLNUVZCQOY
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCNC,1,,YAOJJIUXLIFZQN
O=P(O)(O)OCC1OC(COP(=O)(O)O)C(O)C1O,1,,WSMBXSQDFPTODV
CS(=O)CCC(N)C(=O)O,1,,QEFRNWWLZKMPFJ
C=CC1=C(C)C2=NC1=Cc1c(C)c(CCC(=O)O)c3n1[Fe]n1c(c(C)c(C(O)CCC=C(C)CCC=C(C)CCC=C(C)C)c1=C2)=CC1=NC(=C3)C(CCC(=O)O)=C1C,1,,FISPASSVCDRERW
CC1(CC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc(n2)C1CCC(=O)O)c(CC(=O)O)c5CCC(=O)O)c(CCC(=O)O)c4CC(=O)O)C(C)(CC(=O)O)C3CCC(=O)O,1,,AVBHZKNQGDKVEA
O=P(O)(O)OCC1OC(O)C(O)C(O)C1O,1,,NBSCHQHZLSJFNQ
O=S([O-])([O-])=S,1,,DHCDFWKWKRSZHF
CCCCCCCC(=O)[O-],1,,WWZKQHOCKIZLMA
Cc1ncc2c(c1O)C(=O)OC2,1,,HHPDVQLBYQFYFA
CCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,OINXHIBNZUUIMR
O[C@@H]1[C@@H](COC(=O)\C=C\C2=CC=C(O)C=C2)O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O,1,,QAOBEOXFSUJDJL
O=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1,1,,VGONTNSXDCQUGY
CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,1,,ZNOVTXRBGFNYRX
Nc1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,1,,RGWHQCVHVJXOKC
NC(=O)c1ccc[n+](C2OC(CO)C(O)C2O)c1,1,,JLEBZPBDRKPWTD
CC(=O)NC(CCC(=O)OP(=O)(O)O)C(=O)O,1,,FCVIHFVSXHOPSW
O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1,1,,XZKIHKMTEMTJQX
Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1,,QGWNDRXFNXRZMB
CCCCCCCCCCCCCC=CC(O)C(N)CO,1,,WWUZIQQURGPMPG
O=P(O)(O)OCC1OC(O)CC1O,1,,KKZFLSZAWCYPOC
NC(=O)c1cccnc1,1,,DFPAKSUCGFBDDF
OC1=CC2=C3C(OC(=O)C4=CC(O)=C(O)C(OC2=O)=C34)=C1O,1,,AFSDNFLWKVMVRB
CCCCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,NBCCUIHOHUKBMK
NCCCCN,1,,KIDHWZJUCRJVML
Cc1ncc(C[n+]2csc(CCOP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])c2C)c(N)n1,1,,IWLROWZYZPNOFC
NC(=NCCCC(N)C(=O)O)NP(=O)(O)O,1,,CCTIOCVIZPCTGO
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC=CCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,MFIXKXBHPRYYHD
NC(CO)Cc1c[nH]cn1,1,,ZQISRDCJNBUVMM
C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe]n3c(c(C)c(CCC(=O)O)c3=CC3=NC(=C4)C(C)=C3CCC(=O)O)=CC1=N2,1,,KABFMIBPWCXCRK
CC(O)(CCOP(=O)(O)O)CC(=O)O,1,,OKZYCXHTTZZYSK
O=C(O)C1=CC(O)C(O)C(O)C1,1,,JXOHGGNKMLTUBP
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,WNICBRGZOCTJGZ
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,NNYCUEJFDDMCNG
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,RGQYKGCCLPNNFS
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,JQSMVOVLPIKMJH
Nc1nc(=O)c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,1,,AUFGTPPARQZWDO
CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)OC(=O)CCCCCCCCCC=CCCCCCC,1,,HJXLLSHIQZPQLZ
C1CCNCC1,1,,NQRYJNQNLNOLGT
CC(C)=CCOP(=O)(O)O,1,,MQCJHQBRIPSIKA
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,1,,YHMDGPZOSGBQRH
OCC1OC(O)C(O)C1O,1,,HMFHBZSHGGEWLO
CC(=O)NC(CCCCN)C(=O)O,1,,VEYYWZRYIYDQJM
CCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,1,,WHEIQLYBLPWARO
Nc1nc2c(ncn2C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1,,RQFCJASXJCIDSX
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,VNOGHVLQRCDTKE
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1,,BZFPCBWCAKHOFP
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC)OC(=O)CCCCCCCC=CCCCCCC,1,,HRTNJPRHLDGDBC
[H][O+]1C2=CC(O)=CC3=C2C(=CCO3)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C1C1=CC(OC)=C(O)C(OC)=C1,1,,ZCJLBVSPPADSKC
O=CCc1c[nH]c2ccc(O)cc12,1,,OBFAPCIUSYHFIE
NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1N=CNC1OC(COP(=O)(O)O)C(O)C1O,1,,QOUSHGMTBIIAHR
COc1cc(C(=O)O)cc(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c1O,1,,YSZSVGFMAJXGMQ
O=C(OP(=O)(O)O)C(O)COP(=O)(O)O,1,,LJQLQCAXBUHEAZ
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,XHGNUPOJYSSWJL
NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1,1,,DAYLJWODMCOQEW
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCC,1,,XLSOGRYNNFHGKN
Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1,1,,MVMSCBBUIHUTGJ
Cc1ncc(COP(=O)(O)OP(=O)(O)O)c(N)n1,1,,AGQJQCFEPUVXNK
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,FLWBDGYHPKIVMG
CCOC(=O)c1ccc(O)cc1,1,,NUVBSKCKDOMJSU
O=C(O)C(=O)C(O)COP(=O)(O)O,1,,MZJFVXDTNBHTKZ
O=P(O)(O)OCC(O)C(O)c1c[nH]cn1,1,,HFYBTHCYPKEDQQ
CCCCCCCCCCCCCCCC(O)C(N)COP(=O)(O)O,1,,YHEDRJPUIRMZMP
CCC(=O)OCCC(C)C,1,,XAOGXQMKWQFZEM
OC1C(O)C(O)C(O)C(O)C1O,1,,CDAISMWEOUEBRE
O=C(O)C(O)C(O)COP(=O)(O)O,1,,ZCZXOHUILRHRQJ
O=CNc1ccccc1C(=O)O,1,,LLLPDUXGHXIXIW
C[n+]1cccc(C(N)=O)c1,1,,LDHMAVIPBRSVRG
NC(CCO)C(=O)O,1,,UKAUYVFTDYCKQA
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,1,,JQKOHRZNEOQNJE
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,KDALOUQNOWKDTH
CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,ZTJWAOLZTZWNKP
CCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,1,,HYQDVSFOHNVBHQ
CCCCCCCCCCCCCCCCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],1,,KNSVYMFEJLUJST
O=[N+]([O-])[O-],1,,NHNBFGGVMKEFGY
O=P(O)(O)OCC(O)CO,1,,AWUCVROLDVIAJX
O=c1ccn(C2OC(CO)C(O)C2OP(=O)(O)O)c(=O)[nH]1,1,,HQIDPEYTETUCNF
CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(OP(=O)(O)O)C1O,1,,OUZMDNVZLWWNFQ
OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC(O)=C(O)C(O)=C1,1,,IKMDFBPHZNJCSN
O=C1CC(C(=O)O)NC(=O)N1,1,,UFIVEPVSAGBUSI
O=C(O)c1ccc(O)cc1,1,,FJKROLUGYXJWQN
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCC,1,,JVAXRJHEWLOJGF
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1,,FBSLHTWQFOZAGL
CC(C)O,1,,KFZMGEQAYNKOFK
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC([n+]3cccc(C(=O)O)c3)C(O)C2O)C(O)C1O,1,,SENPVEZBRZQVST
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,1,,TWJCMQZMAPGUSG
CC(CO)C(=O)[O-],1,,DBXBTMSZEOQQDU
CC(C)CC=O,1,,YGHRJJRRZDOVPD
CCCCCC(=O)[O-],1,,FUZZWVXGSFPDMH
O=C(O)CCCCC1CCSS1,1,,AGBQKNBQESQNJD
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCC=CCCCCCCCC,1,,VCYYBLIRAQBPTM
CC(C)(CO)C(O)C(=O)[O-],1,,OTOIIPJYVQJATP
Cc1c2[nH]c(c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)C2,1,,NIUVHXTXUXOFEB
C=C(CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(=O)O,1,,NFVGYLGSSJPRKW
C#CCO,1,,TVDSBUOJIPERQY
[Cl-],1,,VEXZGXHMUGYJMC
CCCC(=O)O,1,,FERIUCNNQQJTOY
Cc1ccc(C=O)cc1,1,,FXLOVSHXALFLKQ
